time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-09 00:00:00+00:00,37,21,3,1
2026-03-10 00:00:00+00:00,38,22,0,0
2026-03-11 00:00:00+00:00,31,15,1,1
2026-03-12 00:00:00+00:00,33,17,0,0
2026-03-13 00:00:00+00:00,33,17,1,1
2026-03-14 00:00:00+00:00,33,16,0,0
2026-03-15 00:00:00+00:00,38,21,0,0
2026-03-16 00:00:00+00:00,25,13,0,0
2026-03-17 00:00:00+00:00,27,9,0,0
2026-03-18 00:00:00+00:00,31,14,0,0
2026-03-19 00:00:00+00:00,23,9,0,0
2026-03-20 00:00:00+00:00,20,13,1,1
2026-03-21 00:00:00+00:00,19,7,1,1
2026-03-22 00:00:00+00:00,32,16,0,0
